,subject,n_test_runs,test_session,score,time,n_samples,n_channels,dataset,pipeline
0,1,0,session_E,0.8173225308641976,201.4321572780609,1152,22,001-2014,EEGNetv4_Without_EA
1,1,1,session_E,0.8314043209876543,312.2961139678955,1176,22,001-2014,EEGNetv4_Without_EA
2,1,2,session_E,0.8377700617283951,331.4610939025879,1200,22,001-2014,EEGNetv4_Without_EA
3,1,3,session_E,0.839891975308642,294.87747955322266,1224,22,001-2014,EEGNetv4_Without_EA
4,1,4,session_E,0.8404706790123456,253.21633625030518,1248,22,001-2014,EEGNetv4_Without_EA
5,1,5,session_E,0.8443287037037037,234.08426332473755,1272,22,001-2014,EEGNetv4_Without_EA
6,1,6,session_E,0.8518518518518519,313.15032935142517,1296,22,001-2014,EEGNetv4_Without_EA
7,2,0,session_E,0.5603780864197532,71.77698278427124,1152,22,001-2014,EEGNetv4_Without_EA
8,2,1,session_E,0.5920138888888888,349.79652762413025,1176,22,001-2014,EEGNetv4_Without_EA
9,2,2,session_E,0.5970293209876544,284.2078082561493,1200,22,001-2014,EEGNetv4_Without_EA
10,2,3,session_E,0.6043595679012346,407.5701012611389,1224,22,001-2014,EEGNetv4_Without_EA
11,2,4,session_E,0.6109182098765432,370.49799966812134,1248,22,001-2014,EEGNetv4_Without_EA
12,2,5,session_E,0.6157407407407408,404.1537022590637,1272,22,001-2014,EEGNetv4_Without_EA
13,2,6,session_E,0.6155478395061729,445.15767121315,1296,22,001-2014,EEGNetv4_Without_EA
14,3,0,session_E,0.5459104938271605,49.854862689971924,1152,22,001-2014,EEGNetv4_Without_EA
15,3,1,session_E,0.5140817901234568,371.6206388473511,1176,22,001-2014,EEGNetv4_Without_EA
16,3,2,session_E,0.5125385802469136,446.646253824234,1200,22,001-2014,EEGNetv4_Without_EA
17,3,3,session_E,0.5187114197530864,492.9949359893799,1224,22,001-2014,EEGNetv4_Without_EA
18,3,4,session_E,0.5109953703703703,463.4222376346588,1248,22,001-2014,EEGNetv4_Without_EA
19,3,5,session_E,0.5219907407407407,363.52235770225525,1272,22,001-2014,EEGNetv4_Without_EA
20,3,6,session_E,0.5432098765432098,462.33298206329346,1296,22,001-2014,EEGNetv4_Without_EA
21,4,0,session_E,0.5123456790123457,43.245514154434204,1152,22,001-2014,EEGNetv4_Without_EA
22,4,1,session_E,0.5271990740740741,393.1462662220001,1176,22,001-2014,EEGNetv4_Without_EA
23,4,2,session_E,0.5216049382716049,334.7505872249603,1200,22,001-2014,EEGNetv4_Without_EA
24,4,3,session_E,0.5327932098765432,283.1007444858551,1224,22,001-2014,EEGNetv4_Without_EA
25,4,4,session_E,0.5437885802469136,431.78661584854126,1248,22,001-2014,EEGNetv4_Without_EA
26,4,5,session_E,0.5380015432098766,318.4402914047241,1272,22,001-2014,EEGNetv4_Without_EA
27,4,6,session_E,0.5347222222222222,441.3334197998047,1296,22,001-2014,EEGNetv4_Without_EA
28,5,0,session_E,0.44425154320987653,49.82836055755615,1152,22,001-2014,EEGNetv4_Without_EA
29,5,1,session_E,0.4621913580246914,437.24882888793945,1176,22,001-2014,EEGNetv4_Without_EA
30,5,2,session_E,0.46913580246913583,472.807870388031,1200,22,001-2014,EEGNetv4_Without_EA
31,5,3,session_E,0.4654706790123457,492.1185393333435,1224,22,001-2014,EEGNetv4_Without_EA
