,time,dataset,subject,n_samples,pipeline
0,0.35561561584472656,Schirrmeister2017,1,6360,ShallowFBCSPNet_EA
1,0.3529207706451416,Schirrmeister2017,1,6360,ShallowFBCSPNet_RA
2,0.3430483341217041,Schirrmeister2017,2,6120,ShallowFBCSPNet_EA
3,0.34623193740844727,Schirrmeister2017,2,6120,ShallowFBCSPNet_RA
4,0.3392798900604248,Schirrmeister2017,3,6096,ShallowFBCSPNet_EA
5,0.3400435447692871,Schirrmeister2017,3,6096,ShallowFBCSPNet_RA
6,0.3369474411010742,Schirrmeister2017,4,6072,ShallowFBCSPNet_EA
7,0.3384695053100586,Schirrmeister2017,4,6072,ShallowFBCSPNet_RA
8,0.3448774814605713,Schirrmeister2017,5,6168,ShallowFBCSPNet_EA
9,0.3490006923675537,Schirrmeister2017,5,6168,ShallowFBCSPNet_RA
10,0.3472301959991455,Schirrmeister2017,6,6096,ShallowFBCSPNet_EA
11,0.348055362701416,Schirrmeister2017,6,6096,ShallowFBCSPNet_RA
12,0.34338903427124023,Schirrmeister2017,7,6096,ShallowFBCSPNet_EA
13,0.3399202823638916,Schirrmeister2017,7,6096,ShallowFBCSPNet_RA
14,0.34972596168518066,Schirrmeister2017,8,6192,ShallowFBCSPNet_EA
15,0.3494606018066406,Schirrmeister2017,8,6192,ShallowFBCSPNet_RA
16,0.34432172775268555,Schirrmeister2017,9,6096,ShallowFBCSPNet_EA
17,0.34398961067199707,Schirrmeister2017,9,6096,ShallowFBCSPNet_RA
18,0.34369730949401855,Schirrmeister2017,10,6096,ShallowFBCSPNet_EA
19,0.3435051441192627,Schirrmeister2017,10,6096,ShallowFBCSPNet_RA
20,0.3437509536743164,Schirrmeister2017,11,6096,ShallowFBCSPNet_EA
21,0.34604334831237793,Schirrmeister2017,11,6096,ShallowFBCSPNet_RA
22,0.3433115482330322,Schirrmeister2017,12,6096,ShallowFBCSPNet_EA
23,0.3454751968383789,Schirrmeister2017,12,6096,ShallowFBCSPNet_RA
24,0.34447503089904785,Schirrmeister2017,13,6120,ShallowFBCSPNet_EA
25,0.3489086627960205,Schirrmeister2017,13,6120,ShallowFBCSPNet_RA
26,0.34372925758361816,Schirrmeister2017,14,6096,ShallowFBCSPNet_EA
27,0.3431248664855957,Schirrmeister2017,14,6096,ShallowFBCSPNet_RA
