,score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0,0.5077,2856.7217,9680.0,1,session_0,64,1,Cho2017,EEGNetv4_EA
1,0.5402,1988.6505,9680.0,2,session_0,64,1,Cho2017,EEGNetv4_EA
2,0.5533,2000.41,9680.0,3,session_0,64,1,Cho2017,EEGNetv4_EA
3,0.5363,1924.6376,9680.0,4,session_0,64,1,Cho2017,EEGNetv4_EA
4,0.4562,2002.2256,9680.0,5,session_0,64,1,Cho2017,EEGNetv4_EA
5,0.5328,2013.0594,9680.0,6,session_0,64,1,Cho2017,EEGNetv4_EA
6,0.5842361,1897.7129,9640.0,7,session_0,64,1,Cho2017,EEGNetv4_EA
7,0.5083,1952.4973,9680.0,8,session_0,64,1,Cho2017,EEGNetv4_EA
8,0.4665278,2012.6093,9640.0,9,session_0,64,1,Cho2017,EEGNetv4_EA
9,0.4892,2083.0813,9680.0,10,session_0,64,1,Cho2017,EEGNetv4_EA
10,0.39,2007.8593,9680.0,11,session_0,64,1,Cho2017,EEGNetv4_EA
11,0.5328,2070.4412,9680.0,12,session_0,64,1,Cho2017,EEGNetv4_EA
12,0.4926,1958.9215,9680.0,13,session_0,64,1,Cho2017,EEGNetv4_EA
13,0.4674,1917.3477,9680.0,14,session_0,64,1,Cho2017,EEGNetv4_EA
14,0.8344,8950.377,9680.0,15,session_0,64,1,Cho2017,EEGNetv4_EA
15,0.4827,1876.1007,9680.0,16,session_0,64,1,Cho2017,EEGNetv4_EA
16,0.5811,7515.595,9680.0,17,session_0,64,1,Cho2017,EEGNetv4_EA
17,0.5286,2024.6278,9680.0,18,session_0,64,1,Cho2017,EEGNetv4_EA
18,0.5368,1988.7405,9680.0,19,session_0,64,1,Cho2017,EEGNetv4_EA
19,0.538,1989.3127,9680.0,20,session_0,64,1,Cho2017,EEGNetv4_EA
20,0.4626,1976.4443,9680.0,21,session_0,64,1,Cho2017,EEGNetv4_EA
21,0.5179,1939.7784,9680.0,22,session_0,64,1,Cho2017,EEGNetv4_EA
22,0.4798,2005.3517,9680.0,23,session_0,64,1,Cho2017,EEGNetv4_EA
23,0.4424,2024.8033,9680.0,24,session_0,64,1,Cho2017,EEGNetv4_EA
24,0.4217,1963.6335,9680.0,25,session_0,64,1,Cho2017,EEGNetv4_EA
25,0.4433,1965.9065,9680.0,26,session_0,64,1,Cho2017,EEGNetv4_EA
26,0.5155,1953.2413,9680.0,27,session_0,64,1,Cho2017,EEGNetv4_EA
27,0.4723,1983.9606,9680.0,28,session_0,64,1,Cho2017,EEGNetv4_EA
28,0.4194,1957.8417,9680.0,29,session_0,64,1,Cho2017,EEGNetv4_EA
29,0.4711,1929.1376,9680.0,30,session_0,64,1,Cho2017,EEGNetv4_EA
30,0.3964,1930.3589,9680.0,31,session_0,64,1,Cho2017,EEGNetv4_EA
31,0.5266,2014.4883,9680.0,33,session_0,64,1,Cho2017,EEGNetv4_EA
32,0.5375,1937.0153,9680.0,34,session_0,64,1,Cho2017,EEGNetv4_EA
33,0.497,1987.9504,9680.0,35,session_0,64,1,Cho2017,EEGNetv4_EA
34,0.4395,1982.3928,9680.0,36,session_0,64,1,Cho2017,EEGNetv4_EA
35,0.4796,1982.752,9680.0,37,session_0,64,1,Cho2017,EEGNetv4_EA
36,0.5314,2045.2849,9680.0,38,session_0,64,1,Cho2017,EEGNetv4_EA
37,0.4687,1919.2996,9680.0,39,session_0,64,1,Cho2017,EEGNetv4_EA
38,0.4531,1892.5614,9680.0,40,session_0,64,1,Cho2017,EEGNetv4_EA
39,0.4485,1929.1782,9680.0,41,session_0,64,1,Cho2017,EEGNetv4_EA
40,0.4825,1863.764,9680.0,42,session_0,64,1,Cho2017,EEGNetv4_EA
41,0.5329,1883.7982,9680.0,43,session_0,64,1,Cho2017,EEGNetv4_EA
42,0.5169,1937.4272,9680.0,44,session_0,64,1,Cho2017,EEGNetv4_EA
43,0.4654,1802.1249,9680.0,45,session_0,64,1,Cho2017,EEGNetv4_EA
44,0.4637,1813.3723,9680.0,47,session_0,64,1,Cho2017,EEGNetv4_EA
45,0.5335,1849.5974,9680.0,48,session_0,64,1,Cho2017,EEGNetv4_EA
46,0.593,1880.8923,9680.0,50,session_0,64,1,Cho2017,EEGNetv4_EA
47,0.4664,1835.4553,9680.0,51,session_0,64,1,Cho2017,EEGNetv4_EA
48,0.4831,1834.1605,9680.0,52,session_0,64,1,Cho2017,EEGNetv4_EA
