,time,dataset,test,session,score,type,ft,n_samples,n_channels,exp
0,0.16050100326538086,001-2014,1,session_E,0.525,Online,Without,2304,22,online_5
1,0.15099501609802246,001-2014,1,session_T,0.5333333333333333,Online,Without,2304,22,online_5
2,0.1515827178955078,001-2014,2,session_E,0.5416666666666666,Online,Without,2304,22,online_5
3,0.20558834075927734,001-2014,2,session_T,0.5083333333333333,Online,Without,2304,22,online_5
4,0.14865422248840332,001-2014,3,session_E,0.6833333333333333,Online,Without,2304,22,online_5
5,0.14995145797729492,001-2014,3,session_T,0.8333333333333334,Online,Without,2304,22,online_5
6,0.14844584465026855,001-2014,4,session_E,0.49166666666666664,Online,Without,2304,22,online_5
7,0.147413969039917,001-2014,4,session_T,0.55,Online,Without,2304,22,online_5
8,0.1474924087524414,001-2014,5,session_E,0.5083333333333333,Online,Without,2304,22,online_5
9,0.1468946933746338,001-2014,5,session_T,0.5166666666666667,Online,Without,2304,22,online_5
10,0.14958643913269043,001-2014,6,session_E,0.5916666666666667,Online,Without,2304,22,online_5
11,0.14696335792541504,001-2014,6,session_T,0.6166666666666667,Online,Without,2304,22,online_5
12,0.14726018905639648,001-2014,7,session_E,0.5083333333333333,Online,Without,2304,22,online_5
13,0.1471407413482666,001-2014,7,session_T,0.5916666666666667,Online,Without,2304,22,online_5
14,0.14624667167663574,001-2014,8,session_E,0.7833333333333333,Online,Without,2304,22,online_5
15,0.1455550193786621,001-2014,8,session_T,0.6833333333333333,Online,Without,2304,22,online_5
16,0.14520788192749023,001-2014,9,session_E,0.7083333333333334,Online,Without,2304,22,online_5
17,0.1450037956237793,001-2014,9,session_T,0.6666666666666666,Online,Without,2304,22,online_5
