,time,dataset,test,session,score,type,ft,n_samples,n_channels,exp
0,0.19954228401184082,001-2014,1,session_E,0.6833333333333333,Offline,Without,2304,22,ensemble_3
1,0.19954228401184082,001-2014,1,session_E,0.6833333333333333,Online,Without,2304,22,online_3
2,0.15307021141052246,001-2014,1,session_T,0.6416666666666667,Offline,Without,2304,22,ensemble_3
3,0.15307021141052246,001-2014,1,session_T,0.6416666666666667,Online,Without,2304,22,online_3
4,0.14840269088745117,001-2014,2,session_E,0.55,Offline,Without,2304,22,ensemble_3
5,0.14840269088745117,001-2014,2,session_E,0.55,Online,Without,2304,22,online_3
6,0.15041470527648926,001-2014,2,session_T,0.49166666666666664,Offline,Without,2304,22,ensemble_3
7,0.15041470527648926,001-2014,2,session_T,0.49166666666666664,Online,Without,2304,22,online_3
8,0.14745068550109863,001-2014,3,session_E,0.7416666666666667,Offline,Without,2304,22,ensemble_3
9,0.14745068550109863,001-2014,3,session_E,0.7416666666666667,Online,Without,2304,22,online_3
10,0.15160059928894043,001-2014,3,session_T,0.7083333333333334,Offline,Without,2304,22,ensemble_3
11,0.15160059928894043,001-2014,3,session_T,0.7083333333333334,Online,Without,2304,22,online_3
12,0.14811205863952637,001-2014,4,session_E,0.6666666666666666,Offline,Without,2304,22,ensemble_3
13,0.14811205863952637,001-2014,4,session_E,0.6666666666666666,Online,Without,2304,22,online_3
14,0.14917945861816406,001-2014,4,session_T,0.7166666666666667,Offline,Without,2304,22,ensemble_3
15,0.14917945861816406,001-2014,4,session_T,0.7166666666666667,Online,Without,2304,22,online_3
16,0.15147089958190918,001-2014,5,session_E,0.5,Offline,Without,2304,22,ensemble_3
17,0.15147089958190918,001-2014,5,session_E,0.5,Online,Without,2304,22,online_3
18,0.15030431747436523,001-2014,5,session_T,0.5,Offline,Without,2304,22,ensemble_3
19,0.15030431747436523,001-2014,5,session_T,0.5,Online,Without,2304,22,online_3
20,0.14941191673278809,001-2014,6,session_E,0.5916666666666667,Offline,Without,2304,22,ensemble_3
21,0.14941191673278809,001-2014,6,session_E,0.5916666666666667,Online,Without,2304,22,online_3
22,0.14914560317993164,001-2014,6,session_T,0.6583333333333333,Offline,Without,2304,22,ensemble_3
23,0.14914560317993164,001-2014,6,session_T,0.6583333333333333,Online,Without,2304,22,online_3
24,0.14983296394348145,001-2014,7,session_E,0.5416666666666666,Offline,Without,2304,22,ensemble_3
25,0.14983296394348145,001-2014,7,session_E,0.5416666666666666,Online,Without,2304,22,online_3
26,0.15012621879577637,001-2014,7,session_T,0.5333333333333333,Offline,Without,2304,22,ensemble_3
27,0.15012621879577637,001-2014,7,session_T,0.5333333333333333,Online,Without,2304,22,online_3
28,0.1477959156036377,001-2014,8,session_E,0.8166666666666667,Offline,Without,2304,22,ensemble_3
29,0.1477959156036377,001-2014,8,session_E,0.8166666666666667,Online,Without,2304,22,online_3
30,0.14922690391540527,001-2014,8,session_T,0.725,Offline,Without,2304,22,ensemble_3
31,0.14922690391540527,001-2014,8,session_T,0.725,Online,Without,2304,22,online_3
32,0.14793658256530762,001-2014,9,session_E,0.6666666666666666,Offline,Without,2304,22,ensemble_3
33,0.14793658256530762,001-2014,9,session_E,0.6666666666666666,Online,Without,2304,22,online_3
34,0.14860296249389648,001-2014,9,session_T,0.7,Offline,Without,2304,22,ensemble_3
35,0.14860296249389648,001-2014,9,session_T,0.7,Online,Without,2304,22,online_3
