,time,dataset,test,session,score,type,ft,n_samples,n_channels,exp
0,0.15465068817138672,Schirrmeister2017,1,session_0,0.7175925925925926,Offline,Without,6360,22,ensemble_4
1,0.15465068817138672,Schirrmeister2017,1,session_0,0.7222222222222222,Online,Without,6360,22,online_4
2,0.1406254768371582,Schirrmeister2017,2,session_0,0.7280701754385965,Offline,Without,6120,22,ensemble_4
3,0.1406254768371582,Schirrmeister2017,2,session_0,0.7105263157894737,Online,Without,6120,22,online_4
4,0.14361238479614258,Schirrmeister2017,3,session_0,0.9520833333333333,Offline,Without,6096,22,ensemble_4
5,0.14361238479614258,Schirrmeister2017,3,session_0,0.9583333333333334,Online,Without,6096,22,online_4
6,0.20484495162963867,Schirrmeister2017,4,session_0,0.9583333333333334,Offline,Without,6072,22,ensemble_4
7,0.20484495162963867,Schirrmeister2017,4,session_0,0.9702380952380952,Online,Without,6072,22,online_4
8,0.14494943618774414,Schirrmeister2017,5,session_0,0.7058823529411765,Offline,Without,6168,22,ensemble_4
9,0.14494943618774414,Schirrmeister2017,5,session_0,0.7524509803921569,Online,Without,6168,22,online_4
10,0.1370847225189209,Schirrmeister2017,6,session_0,0.61875,Offline,Without,6096,22,ensemble_4
11,0.1370847225189209,Schirrmeister2017,6,session_0,0.5833333333333334,Online,Without,6096,22,online_4
12,0.14044499397277832,Schirrmeister2017,7,session_0,0.6583333333333333,Offline,Without,6096,22,ensemble_4
13,0.14044499397277832,Schirrmeister2017,7,session_0,0.6541666666666667,Online,Without,6096,22,online_4
14,0.13671064376831055,Schirrmeister2017,8,session_0,0.7526041666666666,Offline,Without,6192,22,ensemble_4
15,0.13671064376831055,Schirrmeister2017,8,session_0,0.7291666666666666,Online,Without,6192,22,online_4
16,0.1362912654876709,Schirrmeister2017,9,session_0,0.5395833333333333,Offline,Without,6096,22,ensemble_4
17,0.1362912654876709,Schirrmeister2017,9,session_0,0.5333333333333333,Online,Without,6096,22,online_4
18,0.1342172622680664,Schirrmeister2017,10,session_0,0.9395833333333333,Offline,Without,6096,22,ensemble_4
19,0.1342172622680664,Schirrmeister2017,10,session_0,0.83125,Online,Without,6096,22,online_4
20,0.13445806503295898,Schirrmeister2017,11,session_0,0.5520833333333334,Offline,Without,6096,22,ensemble_4
21,0.13445806503295898,Schirrmeister2017,11,session_0,0.55,Online,Without,6096,22,online_4
22,0.13556575775146484,Schirrmeister2017,12,session_0,0.9875,Offline,Without,6096,22,ensemble_4
23,0.13556575775146484,Schirrmeister2017,12,session_0,0.8895833333333333,Online,Without,6096,22,online_4
24,0.14570188522338867,Schirrmeister2017,13,session_0,0.6644736842105263,Offline,Without,6120,22,ensemble_4
25,0.14570188522338867,Schirrmeister2017,13,session_0,0.6469298245614035,Online,Without,6120,22,online_4
26,0.13642024993896484,Schirrmeister2017,14,session_0,0.8708333333333333,Offline,Without,6096,22,ensemble_4
27,0.13642024993896484,Schirrmeister2017,14,session_0,0.89375,Online,Without,6096,22,online_4
