,subject,n_test_runs,test_session,score,time,n_samples,n_channels,dataset,pipeline
0,1,0,session_E,0.5301890432098766,447.82888293266296,2304,22,001-2014,EEGNetv4_EA
1,1,1,session_E,0.9483024691358026,492.650536775589,2328,22,001-2014,EEGNetv4_EA
2,1,2,session_E,0.9504243827160495,574.6863079071045,2352,22,001-2014,EEGNetv4_EA
3,1,3,session_E,0.9490740740740741,586.5364410877228,2376,22,001-2014,EEGNetv4_EA
4,1,4,session_E,0.9506172839506173,622.9580867290497,2400,22,001-2014,EEGNetv4_EA
5,1,5,session_E,0.9484953703703705,701.8127403259277,2424,22,001-2014,EEGNetv4_EA
6,1,6,session_E,0.9486882716049383,691.1187624931335,2448,22,001-2014,EEGNetv4_EA
7,2,0,session_E,0.5243055555555556,433.71645045280457,2304,22,001-2014,EEGNetv4_EA
8,2,1,session_E,0.6167052469135803,715.7859709262848,2328,22,001-2014,EEGNetv4_EA
9,2,2,session_E,0.6084104938271606,561.6570961475372,2352,22,001-2014,EEGNetv4_EA
10,2,3,session_E,0.6084104938271605,756.3887839317322,2376,22,001-2014,EEGNetv4_EA
11,2,4,session_E,0.6138117283950617,872.8158326148987,2400,22,001-2014,EEGNetv4_EA
12,2,5,session_E,0.6199845679012346,510.37527418136597,2424,22,001-2014,EEGNetv4_EA
13,2,6,session_E,0.625192901234568,702.3127694129944,2448,22,001-2014,EEGNetv4_EA
14,3,0,session_E,0.47222222222222215,505.9527304172516,2304,22,001-2014,EEGNetv4_EA
15,3,1,session_E,0.9853395061728396,317.0675013065338,2328,22,001-2014,EEGNetv4_EA
16,3,2,session_E,0.9803240740740742,320.9765393733978,2352,22,001-2014,EEGNetv4_EA
17,3,3,session_E,0.9849537037037037,336.4545876979828,2376,22,001-2014,EEGNetv4_EA
18,3,4,session_E,0.9837962962962964,335.3043224811554,2400,22,001-2014,EEGNetv4_EA
19,3,5,session_E,0.9832175925925926,315.8049809932709,2424,22,001-2014,EEGNetv4_EA
20,3,6,session_E,0.9837962962962964,310.64806389808655,2448,22,001-2014,EEGNetv4_EA
21,4,0,session_E,0.5118634259259259,310.0618278980255,2304,22,001-2014,EEGNetv4_EA
22,4,1,session_E,0.7436342592592592,299.2468328475952,2328,22,001-2014,EEGNetv4_EA
23,4,2,session_E,0.7501929012345679,313.3266417980194,2352,22,001-2014,EEGNetv4_EA
24,4,3,session_E,0.7532793209876544,349.9050271511078,2376,22,001-2014,EEGNetv4_EA
25,4,4,session_E,0.7474922839506172,361.989054441452,2400,22,001-2014,EEGNetv4_EA
26,4,5,session_E,0.7521219135802468,326.2822186946869,2424,22,001-2014,EEGNetv4_EA
27,4,6,session_E,0.7498070987654322,321.7589795589447,2448,22,001-2014,EEGNetv4_EA
28,5,0,session_E,0.48746141975308643,379.62101221084595,2304,22,001-2014,EEGNetv4_EA
29,5,1,session_E,0.6882716049382716,432.1494219303131,2328,22,001-2014,EEGNetv4_EA
30,5,2,session_E,0.6826774691358024,298.5837790966034,2352,22,001-2014,EEGNetv4_EA
31,5,3,session_E,0.6846064814814815,301.37131524086,2376,22,001-2014,EEGNetv4_EA
32,5,4,session_E,0.6828703703703703,310.5796205997467,2400,22,001-2014,EEGNetv4_EA
33,5,5,session_E,0.6851851851851852,310.8066236972809,2424,22,001-2014,EEGNetv4_EA
34,5,6,session_E,0.6880787037037037,321.8694877624512,2448,22,001-2014,EEGNetv4_EA
35,6,0,session_E,0.5131172839506173,383.08309864997864,2304,22,001-2014,EEGNetv4_EA
36,6,1,session_E,0.7577160493827161,410.7953796386719,2328,22,001-2014,EEGNetv4_EA
37,6,2,session_E,0.7640817901234569,382.20276975631714,2352,22,001-2014,EEGNetv4_EA
38,6,3,session_E,0.7729552469135803,468.05119824409485,2376,22,001-2014,EEGNetv4_EA
39,6,4,session_E,0.7729552469135802,440.3197798728943,2400,22,001-2014,EEGNetv4_EA
40,6,5,session_E,0.7731481481481481,449.3677201271057,2424,22,001-2014,EEGNetv4_EA
41,6,6,session_E,0.7791280864197531,354.2134475708008,2448,22,001-2014,EEGNetv4_EA
42,7,0,session_E,0.48533950617283955,376.25459456443787,2304,22,001-2014,EEGNetv4_EA
43,7,1,session_E,0.7563657407407408,298.37785387039185,2328,22,001-2014,EEGNetv4_EA
44,7,2,session_E,0.7546296296296297,297.77321672439575,2352,22,001-2014,EEGNetv4_EA
45,7,3,session_E,0.7609953703703703,298.3347735404968,2376,22,001-2014,EEGNetv4_EA
46,7,4,session_E,0.7559799382716049,312.3770740032196,2400,22,001-2014,EEGNetv4_EA
47,7,5,session_E,0.7548225308641975,313.2115001678467,2424,22,001-2014,EEGNetv4_EA
48,7,6,session_E,0.7571373456790123,308.0837299823761,2448,22,001-2014,EEGNetv4_EA
49,8,0,session_E,0.4768518518518518,289.42862200737,2304,22,001-2014,EEGNetv4_EA
50,8,1,session_E,0.9830246913580247,893.7343418598175,2328,22,001-2014,EEGNetv4_EA
51,8,2,session_E,0.9828317901234567,846.0454823970795,2352,22,001-2014,EEGNetv4_EA
52,8,3,session_E,0.9845679012345678,591.9777555465698,2376,22,001-2014,EEGNetv4_EA
53,8,4,session_E,0.9826388888888888,591.7196419239044,2400,22,001-2014,EEGNetv4_EA
54,8,5,session_E,0.9839891975308642,882.8696591854095,2424,22,001-2014,EEGNetv4_EA
55,8,6,session_E,0.9857253086419753,1674.1112968921661,2448,22,001-2014,EEGNetv4_EA
56,9,0,session_E,0.5114776234567902,456.4377670288086,2304,22,001-2014,EEGNetv4_EA
57,9,1,session_E,0.80054012345679,673.5352008342743,2328,22,001-2014,EEGNetv4_EA
58,9,2,session_E,0.8188657407407407,1379.439278125763,2352,22,001-2014,EEGNetv4_EA
59,9,3,session_E,0.8229166666666666,858.7089776992798,2376,22,001-2014,EEGNetv4_EA
60,9,4,session_E,0.8292824074074074,776.8471047878265,2400,22,001-2014,EEGNetv4_EA
61,9,5,session_E,0.824266975308642,741.5517570972443,2424,22,001-2014,EEGNetv4_EA
62,9,6,session_E,0.8315972222222223,662.0860328674316,2448,22,001-2014,EEGNetv4_EA
