,subject,n_test_runs,test_session,score,time,n_samples,n_channels,dataset,pipeline
0,1,1,session_E,0.8505015432098765,303.4198818206787,1176,22,001-2014,EEGNetv4_Without_EA
1,1,2,session_E,0.8479938271604939,335.3509635925293,1200,22,001-2014,EEGNetv4_Without_EA
2,1,3,session_E,0.8489583333333334,373.005362033844,1224,22,001-2014,EEGNetv4_Without_EA
3,1,4,session_E,0.8530092592592593,325.3312783241272,1248,22,001-2014,EEGNetv4_Without_EA
4,1,5,session_E,0.8539737654320988,450.9163439273834,1272,22,001-2014,EEGNetv4_Without_EA
5,1,6,session_E,0.8564814814814815,460.55587697029114,1296,22,001-2014,EEGNetv4_Without_EA
6,2,1,session_E,0.6383101851851851,346.34118485450745,1176,22,001-2014,EEGNetv4_Without_EA
7,2,2,session_E,0.6288580246913579,221.91948103904724,1200,22,001-2014,EEGNetv4_Without_EA
8,2,3,session_E,0.652199074074074,388.839581489563,1224,22,001-2014,EEGNetv4_Without_EA
9,2,4,session_E,0.6485339506172839,263.99878334999084,1248,22,001-2014,EEGNetv4_Without_EA
10,2,5,session_E,0.6433256172839507,310.21217370033264,1272,22,001-2014,EEGNetv4_Without_EA
11,2,6,session_E,0.6541280864197532,413.9678282737732,1296,22,001-2014,EEGNetv4_Without_EA
12,3,1,session_E,0.8952546296296297,393.06050539016724,1176,22,001-2014,EEGNetv4_Without_EA
13,3,2,session_E,0.8919753086419753,344.99176692962646,1200,22,001-2014,EEGNetv4_Without_EA
14,3,3,session_E,0.9041280864197532,361.5361838340759,1224,22,001-2014,EEGNetv4_Without_EA
15,3,4,session_E,0.9066358024691357,355.29780411720276,1248,22,001-2014,EEGNetv4_Without_EA
16,3,5,session_E,0.8939043209876544,331.35241866111755,1272,22,001-2014,EEGNetv4_Without_EA
17,3,6,session_E,0.9074074074074073,322.4755337238312,1296,22,001-2014,EEGNetv4_Without_EA
18,4,1,session_E,0.5403163580246914,396.854736328125,1176,22,001-2014,EEGNetv4_Without_EA
19,4,2,session_E,0.5439814814814815,430.15206480026245,1200,22,001-2014,EEGNetv4_Without_EA
20,4,3,session_E,0.5462962962962963,420.1438410282135,1224,22,001-2014,EEGNetv4_Without_EA
21,4,4,session_E,0.5466820987654322,389.20975828170776,1248,22,001-2014,EEGNetv4_Without_EA
22,4,5,session_E,0.5486111111111112,395.30229473114014,1272,22,001-2014,EEGNetv4_Without_EA
23,4,6,session_E,0.5904706790123456,453.2207269668579,1296,22,001-2014,EEGNetv4_Without_EA
24,5,1,session_E,0.4876543209876544,242.47910618782043,1176,22,001-2014,EEGNetv4_Without_EA
25,5,2,session_E,0.4918981481481482,297.3104028701782,1200,22,001-2014,EEGNetv4_Without_EA
26,5,3,session_E,0.4911265432098766,365.3161971569061,1224,22,001-2014,EEGNetv4_Without_EA
27,5,4,session_E,0.47955246913580246,267.23423409461975,1248,22,001-2014,EEGNetv4_Without_EA
28,5,5,session_E,0.4988425925925926,297.2986295223236,1272,22,001-2014,EEGNetv4_Without_EA
29,5,6,session_E,0.5,291.4187514781952,1296,22,001-2014,EEGNetv4_Without_EA
30,6,1,session_E,0.6412037037037036,497.59831500053406,1176,22,001-2014,EEGNetv4_Without_EA
31,6,2,session_E,0.6417824074074074,386.3138551712036,1200,22,001-2014,EEGNetv4_Without_EA
32,6,3,session_E,0.6450617283950617,597.455573797226,1224,22,001-2014,EEGNetv4_Without_EA
33,6,4,session_E,0.6454475308641975,491.1507422924042,1248,22,001-2014,EEGNetv4_Without_EA
34,6,5,session_E,0.654513888888889,558.0078754425049,1272,22,001-2014,EEGNetv4_Without_EA
35,6,6,session_E,0.6541280864197531,652.3589072227478,1296,22,001-2014,EEGNetv4_Without_EA
36,7,1,session_E,0.546875,275.32659125328064,1176,22,001-2014,EEGNetv4_Without_EA
37,7,2,session_E,0.5412808641975309,300.12653398513794,1200,22,001-2014,EEGNetv4_Without_EA
38,7,3,session_E,0.546875,355.6452374458313,1224,22,001-2014,EEGNetv4_Without_EA
39,7,4,session_E,0.5459104938271605,415.6432933807373,1248,22,001-2014,EEGNetv4_Without_EA
40,7,5,session_E,0.5457175925925926,413.6537456512451,1272,22,001-2014,EEGNetv4_Without_EA
41,7,6,session_E,0.5503472222222222,505.26933455467224,1296,22,001-2014,EEGNetv4_Without_EA
42,8,1,session_E,0.8537808641975309,355.8792095184326,1176,22,001-2014,EEGNetv4_Without_EA
43,8,2,session_E,0.8736496913580248,510.5819618701935,1200,22,001-2014,EEGNetv4_Without_EA
44,8,3,session_E,0.8759645061728395,477.8129003047943,1224,22,001-2014,EEGNetv4_Without_EA
45,8,4,session_E,0.8832947530864199,514.4338223934174,1248,22,001-2014,EEGNetv4_Without_EA
46,8,5,session_E,0.8811728395061729,482.012531042099,1272,22,001-2014,EEGNetv4_Without_EA
47,8,6,session_E,0.869020061728395,329.74194979667664,1296,22,001-2014,EEGNetv4_Without_EA
48,9,1,session_E,0.8128858024691358,256.57146430015564,1176,22,001-2014,EEGNetv4_Without_EA
49,9,2,session_E,0.8101851851851852,202.14295601844788,1200,22,001-2014,EEGNetv4_Without_EA
50,9,3,session_E,0.8265817901234569,222.1551387310028,1224,22,001-2014,EEGNetv4_Without_EA
51,9,4,session_E,0.8337191358024691,358.07001423835754,1248,22,001-2014,EEGNetv4_Without_EA
52,9,5,session_E,0.8445216049382714,360.2061915397644,1272,22,001-2014,EEGNetv4_Without_EA
53,9,6,session_E,0.8553240740740741,278.05878353118896,1296,22,001-2014,EEGNetv4_Without_EA
