,score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0,0.88618827,326.19028,2304.0,1,session_E,22,2,001-2014,EEGNetv4
1,0.8616898,326.19028,2304.0,1,session_T,22,2,001-2014,EEGNetv4
2,0.7106481,276.14767,2304.0,2,session_E,22,2,001-2014,EEGNetv4
3,0.5989583,276.14767,2304.0,2,session_T,22,2,001-2014,EEGNetv4
4,0.9797454,299.5062,2304.0,3,session_E,22,2,001-2014,EEGNetv4
5,0.97530866,299.5062,2304.0,3,session_T,22,2,001-2014,EEGNetv4
6,0.6572145,305.37695,2304.0,4,session_E,22,2,001-2014,EEGNetv4
7,0.8265818,305.37695,2304.0,4,session_T,22,2,001-2014,EEGNetv4
8,0.591821,405.56424,2304.0,5,session_E,22,2,001-2014,EEGNetv4
9,0.5027006,405.56424,2304.0,5,session_T,22,2,001-2014,EEGNetv4
10,0.7332176,401.46518,2304.0,6,session_E,22,2,001-2014,EEGNetv4
11,0.85570985,401.46518,2304.0,6,session_T,22,2,001-2014,EEGNetv4
12,0.5439815,261.0693,2304.0,7,session_E,22,2,001-2014,EEGNetv4
13,0.537037,261.0693,2304.0,7,session_T,22,2,001-2014,EEGNetv4
14,0.97897375,349.33517,2304.0,8,session_E,22,2,001-2014,EEGNetv4
15,0.9211034,349.33517,2304.0,8,session_T,22,2,001-2014,EEGNetv4
16,0.83468366,406.5722,2304.0,9,session_E,22,2,001-2014,EEGNetv4
17,0.9438657,406.5722,2304.0,9,session_T,22,2,001-2014,EEGNetv4
