,subject,n_test_runs,test_session,score,time,n_samples,n_channels,dataset,pipeline
0,1,1,session_E,0.8344907407407407,319.2637314796448,1176,22,001-2014,EEGNetv4_Without_EA
1,1,2,session_E,0.8308256172839507,304.9617602825165,1200,22,001-2014,EEGNetv4_Without_EA
2,1,3,session_E,0.8364197530864197,300.65323209762573,1224,22,001-2014,EEGNetv4_Without_EA
3,1,4,session_E,0.8373842592592592,340.93848276138306,1248,22,001-2014,EEGNetv4_Without_EA
4,1,5,session_E,0.8420138888888888,357.90925097465515,1272,22,001-2014,EEGNetv4_Without_EA
5,1,6,session_E,0.8512731481481481,302.67528462409973,1296,22,001-2014,EEGNetv4_Without_EA
6,2,1,session_E,0.6383101851851851,420.97898149490356,1176,22,001-2014,EEGNetv4_Without_EA
7,2,2,session_E,0.6371527777777779,392.07167887687683,1200,22,001-2014,EEGNetv4_Without_EA
8,2,3,session_E,0.6385030864197531,519.4667735099792,1224,22,001-2014,EEGNetv4_Without_EA
9,2,4,session_E,0.6452546296296297,364.24388432502747,1248,22,001-2014,EEGNetv4_Without_EA
10,2,5,session_E,0.6383101851851852,398.17397141456604,1272,22,001-2014,EEGNetv4_Without_EA
11,2,6,session_E,0.6390817901234568,406.48414373397827,1296,22,001-2014,EEGNetv4_Without_EA
12,3,1,session_E,0.5200617283950617,549.9588973522186,1176,22,001-2014,EEGNetv4_Without_EA
13,3,2,session_E,0.5115740740740741,464.955703496933,1200,22,001-2014,EEGNetv4_Without_EA
14,3,3,session_E,0.5150462962962963,585.9745018482208,1224,22,001-2014,EEGNetv4_Without_EA
15,3,4,session_E,0.5015432098765432,488.5891408920288,1248,22,001-2014,EEGNetv4_Without_EA
16,3,5,session_E,0.5210262345679013,434.73542499542236,1272,22,001-2014,EEGNetv4_Without_EA
17,3,6,session_E,0.5385802469135802,500.58530020713806,1296,22,001-2014,EEGNetv4_Without_EA
18,4,1,session_E,0.5219907407407407,414.59477734565735,1176,22,001-2014,EEGNetv4_Without_EA
19,4,2,session_E,0.5171682098765432,409.68204617500305,1200,22,001-2014,EEGNetv4_Without_EA
20,4,3,session_E,0.5244984567901235,270.20708322525024,1224,22,001-2014,EEGNetv4_Without_EA
21,4,4,session_E,0.5372299382716049,312.91821098327637,1248,22,001-2014,EEGNetv4_Without_EA
22,4,5,session_E,0.5378086419753086,281.9468877315521,1272,22,001-2014,EEGNetv4_Without_EA
23,4,6,session_E,0.5337577160493827,261.4610764980316,1296,22,001-2014,EEGNetv4_Without_EA
24,5,1,session_E,0.5538194444444444,280.60356068611145,1176,22,001-2014,EEGNetv4_Without_EA
25,5,2,session_E,0.5462962962962963,286.5612859725952,1200,22,001-2014,EEGNetv4_Without_EA
26,5,3,session_E,0.5493827160493827,238.6168189048767,1224,22,001-2014,EEGNetv4_Without_EA
27,5,4,session_E,0.554783950617284,247.81978106498718,1248,22,001-2014,EEGNetv4_Without_EA
28,5,5,session_E,0.544945987654321,259.20537066459656,1272,22,001-2014,EEGNetv4_Without_EA
29,5,6,session_E,0.5484182098765432,266.3937931060791,1296,22,001-2014,EEGNetv4_Without_EA
30,6,1,session_E,0.5995370370370371,371.2637701034546,1176,22,001-2014,EEGNetv4_Without_EA
31,6,2,session_E,0.6032021604938271,398.82559275627136,1200,22,001-2014,EEGNetv4_Without_EA
32,6,3,session_E,0.5923996913580247,296.11474561691284,1224,22,001-2014,EEGNetv4_Without_EA
33,6,4,session_E,0.6012731481481483,362.5028188228607,1248,22,001-2014,EEGNetv4_Without_EA
34,6,5,session_E,0.6024305555555556,395.897922039032,1272,22,001-2014,EEGNetv4_Without_EA
35,6,6,session_E,0.6124614197530864,430.53719449043274,1296,22,001-2014,EEGNetv4_Without_EA
36,7,1,session_E,0.46334876543209874,302.6199417114258,1176,22,001-2014,EEGNetv4_Without_EA
37,7,2,session_E,0.46412037037037035,295.195992231369,1200,22,001-2014,EEGNetv4_Without_EA
38,7,3,session_E,0.45486111111111105,378.51051664352417,1224,22,001-2014,EEGNetv4_Without_EA
39,7,4,session_E,0.4664351851851852,249.73817539215088,1248,22,001-2014,EEGNetv4_Without_EA
40,7,5,session_E,0.46296296296296297,293.84450817108154,1272,22,001-2014,EEGNetv4_Without_EA
41,7,6,session_E,0.47145061728395066,241.50549578666687,1296,22,001-2014,EEGNetv4_Without_EA
42,8,1,session_E,0.5858410493827161,245.7567708492279,1176,22,001-2014,EEGNetv4_Without_EA
43,8,2,session_E,0.6026234567901236,286.23810935020447,1200,22,001-2014,EEGNetv4_Without_EA
44,8,3,session_E,0.6091820987654322,286.32059240341187,1224,22,001-2014,EEGNetv4_Without_EA
45,8,4,session_E,0.611496913580247,276.5256826877594,1248,22,001-2014,EEGNetv4_Without_EA
46,8,5,session_E,0.6145833333333334,277.7680060863495,1272,22,001-2014,EEGNetv4_Without_EA
47,8,6,session_E,0.5914351851851852,260.5855565071106,1296,22,001-2014,EEGNetv4_Without_EA
48,9,1,session_E,0.7193287037037037,233.12913393974304,1176,22,001-2014,EEGNetv4_Without_EA
49,9,2,session_E,0.7164351851851852,258.42052721977234,1200,22,001-2014,EEGNetv4_Without_EA
50,9,3,session_E,0.7411265432098766,371.1795380115509,1224,22,001-2014,EEGNetv4_Without_EA
51,9,4,session_E,0.7764274691358025,364.44670248031616,1248,22,001-2014,EEGNetv4_Without_EA
52,9,5,session_E,0.7557870370370371,292.28345465660095,1272,22,001-2014,EEGNetv4_Without_EA
53,9,6,session_E,0.7671682098765433,408.39881563186646,1296,22,001-2014,EEGNetv4_Without_EA
