,subject,n_test_runs,test_session,score,time,n_samples,n_channels,dataset,pipeline
0,1,0,session_E,0.9234182098765432,206.5690667629242,1152,22,001-2014,EEGNetv4_EA
1,1,1,session_E,0.9203317901234568,172.87824130058289,1176,22,001-2014,EEGNetv4_EA
2,1,2,session_E,0.921875,162.97214770317078,1200,22,001-2014,EEGNetv4_EA
3,1,3,session_E,0.9238040123456791,151.34257197380066,1224,22,001-2014,EEGNetv4_EA
4,1,4,session_E,0.9251543209876544,153.3394410610199,1248,22,001-2014,EEGNetv4_EA
5,1,5,session_E,0.923611111111111,154.0762677192688,1272,22,001-2014,EEGNetv4_EA
6,1,6,session_E,0.9261188271604939,168.1318802833557,1296,22,001-2014,EEGNetv4_EA
7,2,0,session_E,0.5760030864197531,195.80484533309937,1152,22,001-2014,EEGNetv4_EA
8,2,1,session_E,0.5819830246913581,143.47623896598816,1176,22,001-2014,EEGNetv4_EA
9,2,2,session_E,0.5893132716049382,156.99677228927612,1200,22,001-2014,EEGNetv4_EA
10,2,3,session_E,0.591820987654321,152.28950190544128,1224,22,001-2014,EEGNetv4_EA
11,2,4,session_E,0.5972222222222222,152.61317682266235,1248,22,001-2014,EEGNetv4_EA
12,2,5,session_E,0.603587962962963,151.69611644744873,1272,22,001-2014,EEGNetv4_EA
13,2,6,session_E,0.6051311728395062,170.5803084373474,1296,22,001-2014,EEGNetv4_EA
14,3,0,session_E,0.9710648148148149,169.35120296478271,1152,22,001-2014,EEGNetv4_EA
15,3,1,session_E,0.9720293209876543,282.30221676826477,1176,22,001-2014,EEGNetv4_EA
16,3,2,session_E,0.9724151234567902,157.6068239212036,1200,22,001-2014,EEGNetv4_EA
17,3,3,session_E,0.9716435185185185,157.0745553970337,1224,22,001-2014,EEGNetv4_EA
18,3,4,session_E,0.9728009259259258,155.0559582710266,1248,22,001-2014,EEGNetv4_EA
19,3,5,session_E,0.9739583333333334,157.0483889579773,1272,22,001-2014,EEGNetv4_EA
20,3,6,session_E,0.9743441358024691,181.39808630943298,1296,22,001-2014,EEGNetv4_EA
21,4,0,session_E,0.7108410493827161,140.97287440299988,1152,22,001-2014,EEGNetv4_EA
22,4,1,session_E,0.7098765432098765,269.32815408706665,1176,22,001-2014,EEGNetv4_EA
23,4,2,session_E,0.7110339506172839,163.88603615760803,1200,22,001-2014,EEGNetv4_EA
24,4,3,session_E,0.7104552469135803,164.87729215621948,1224,22,001-2014,EEGNetv4_EA
25,4,4,session_E,0.7129629629629629,171.98552894592285,1248,22,001-2014,EEGNetv4_EA
26,4,5,session_E,0.7121913580246912,330.48040986061096,1272,22,001-2014,EEGNetv4_EA
27,4,6,session_E,0.7112268518518519,187.4428687095642,1296,22,001-2014,EEGNetv4_EA
28,5,0,session_E,0.6394675925925927,122.11463856697083,1152,22,001-2014,EEGNetv4_EA
29,5,1,session_E,0.6437114197530864,150.80736589431763,1176,22,001-2014,EEGNetv4_EA
30,5,2,session_E,0.6450617283950617,164.01894235610962,1200,22,001-2014,EEGNetv4_EA
31,5,3,session_E,0.6460262345679012,180.85922694206238,1224,22,001-2014,EEGNetv4_EA
32,5,4,session_E,0.6410108024691359,170.23722457885742,1248,22,001-2014,EEGNetv4_EA
33,5,5,session_E,0.6473765432098765,169.10559749603271,1272,22,001-2014,EEGNetv4_EA
34,5,6,session_E,0.648533950617284,215.89868640899658,1296,22,001-2014,EEGNetv4_EA
35,6,0,session_E,0.7750771604938272,97.06131386756897,1152,22,001-2014,EEGNetv4_EA
36,6,1,session_E,0.7814429012345678,363.7781982421875,1176,22,001-2014,EEGNetv4_EA
37,6,2,session_E,0.7897376543209876,403.3953969478607,1200,22,001-2014,EEGNetv4_EA
38,6,3,session_E,0.7845293209876543,353.9012632369995,1224,22,001-2014,EEGNetv4_EA
39,6,4,session_E,0.7841435185185185,310.5706865787506,1248,22,001-2014,EEGNetv4_EA
40,6,5,session_E,0.7899305555555556,312.68741607666016,1272,22,001-2014,EEGNetv4_EA
41,6,6,session_E,0.7928240740740741,343.0279576778412,1296,22,001-2014,EEGNetv4_EA
42,7,0,session_E,0.671875,129.10390639305115,1152,22,001-2014,EEGNetv4_EA
43,7,1,session_E,0.6743827160493827,169.42295694351196,1176,22,001-2014,EEGNetv4_EA
44,7,2,session_E,0.6766975308641976,172.90460991859436,1200,22,001-2014,EEGNetv4_EA
45,7,3,session_E,0.6714891975308642,194.11216163635254,1224,22,001-2014,EEGNetv4_EA
