,time,dataset,test,session,score,type,ft,n_samples,n_channels,exp
0,0.1613006591796875,Schirrmeister2017,1,session_0,0.7083333333333334,Offline,Without,6360,22,ensemble_4
1,0.1613006591796875,Schirrmeister2017,1,session_0,0.7037037037037037,Online,Without,6360,22,online_4
2,0.13540220260620117,Schirrmeister2017,2,session_0,0.7521929824561403,Offline,Without,6120,22,ensemble_4
3,0.13540220260620117,Schirrmeister2017,2,session_0,0.7192982456140351,Online,Without,6120,22,online_4
4,0.14455795288085938,Schirrmeister2017,3,session_0,0.9395833333333333,Offline,Without,6096,22,ensemble_4
5,0.14455795288085938,Schirrmeister2017,3,session_0,0.95,Online,Without,6096,22,online_4
6,0.1317000389099121,Schirrmeister2017,4,session_0,0.9623015873015873,Offline,Without,6072,22,ensemble_4
7,0.1317000389099121,Schirrmeister2017,4,session_0,0.9563492063492064,Online,Without,6072,22,online_4
8,0.13211798667907715,Schirrmeister2017,5,session_0,0.6544117647058824,Offline,Without,6168,22,ensemble_4
9,0.13211798667907715,Schirrmeister2017,5,session_0,0.6838235294117647,Online,Without,6168,22,online_4
10,0.13149309158325195,Schirrmeister2017,6,session_0,0.6020833333333333,Offline,Without,6096,22,ensemble_4
11,0.13149309158325195,Schirrmeister2017,6,session_0,0.5791666666666667,Online,Without,6096,22,online_4
12,0.13093280792236328,Schirrmeister2017,7,session_0,0.6375,Offline,Without,6096,22,ensemble_4
13,0.13093280792236328,Schirrmeister2017,7,session_0,0.6604166666666667,Online,Without,6096,22,online_4
14,0.13209247589111328,Schirrmeister2017,8,session_0,0.71875,Offline,Without,6192,22,ensemble_4
15,0.13209247589111328,Schirrmeister2017,8,session_0,0.671875,Online,Without,6192,22,online_4
16,0.14008474349975586,Schirrmeister2017,9,session_0,0.5479166666666667,Offline,Without,6096,22,ensemble_4
17,0.14008474349975586,Schirrmeister2017,9,session_0,0.5375,Online,Without,6096,22,online_4
18,0.13173651695251465,Schirrmeister2017,10,session_0,0.9375,Offline,Without,6096,22,ensemble_4
19,0.13173651695251465,Schirrmeister2017,10,session_0,0.8208333333333333,Online,Without,6096,22,online_4
20,0.13216805458068848,Schirrmeister2017,11,session_0,0.5166666666666667,Offline,Without,6096,22,ensemble_4
21,0.13216805458068848,Schirrmeister2017,11,session_0,0.53125,Online,Without,6096,22,online_4
22,0.1349506378173828,Schirrmeister2017,12,session_0,0.9833333333333333,Offline,Without,6096,22,ensemble_4
23,0.1349506378173828,Schirrmeister2017,12,session_0,0.9083333333333333,Online,Without,6096,22,online_4
24,0.13158631324768066,Schirrmeister2017,13,session_0,0.5899122807017544,Offline,Without,6120,22,ensemble_4
25,0.13158631324768066,Schirrmeister2017,13,session_0,0.618421052631579,Online,Without,6120,22,online_4
26,0.13199877738952637,Schirrmeister2017,14,session_0,0.8145833333333333,Offline,Without,6096,22,ensemble_4
27,0.13199877738952637,Schirrmeister2017,14,session_0,0.7770833333333333,Online,Without,6096,22,online_4
