,time,dataset,test,session,score,type,ft,n_samples,n_channels,exp
0,0.12568902969360352,001-2014,1,session_E,0.65,Online,Without,2304,22,online_5
1,0.11246728897094727,001-2014,1,session_T,0.6916666666666667,Online,Without,2304,22,online_5
2,0.12246227264404297,001-2014,2,session_E,0.5333333333333333,Online,Without,2304,22,online_5
3,0.12188220024108887,001-2014,2,session_T,0.625,Online,Without,2304,22,online_5
4,0.1183769702911377,001-2014,3,session_E,0.9083333333333333,Online,Without,2304,22,online_5
5,0.1227579116821289,001-2014,3,session_T,0.8916666666666667,Online,Without,2304,22,online_5
6,0.11770963668823242,001-2014,4,session_E,0.675,Online,Without,2304,22,online_5
7,0.11985278129577637,001-2014,4,session_T,0.6833333333333333,Online,Without,2304,22,online_5
8,0.11414909362792969,001-2014,5,session_E,0.5083333333333333,Online,Without,2304,22,online_5
9,0.12180852890014648,001-2014,5,session_T,0.4583333333333333,Online,Without,2304,22,online_5
10,0.1188662052154541,001-2014,6,session_E,0.5416666666666666,Online,Without,2304,22,online_5
11,0.1152956485748291,001-2014,6,session_T,0.6916666666666667,Online,Without,2304,22,online_5
12,0.11750984191894531,001-2014,7,session_E,0.55,Online,Without,2304,22,online_5
13,0.11403203010559082,001-2014,7,session_T,0.55,Online,Without,2304,22,online_5
14,0.12147116661071777,001-2014,8,session_E,0.9416666666666667,Online,Without,2304,22,online_5
15,0.23433136940002441,001-2014,8,session_T,0.9,Online,Without,2304,22,online_5
16,0.1199655532836914,001-2014,9,session_E,0.6166666666666667,Online,Without,2304,22,online_5
17,0.11494135856628418,001-2014,9,session_T,0.7333333333333333,Online,Without,2304,22,online_5
