,subject,n_test_runs,test_session,score,time,n_samples,n_channels,dataset,pipeline
0,1,0,session_E,0.8709490740740742,210.20798993110657,2304,22,001-2014,EEGNetv4_Without_EA
1,1,1,session_E,0.8773148148148149,548.3895184993744,2328,22,001-2014,EEGNetv4_Without_EA
2,1,2,session_E,0.8890817901234568,438.97129130363464,2352,22,001-2014,EEGNetv4_Without_EA
3,1,3,session_E,0.8858024691358024,462.61378145217896,2376,22,001-2014,EEGNetv4_Without_EA
4,1,4,session_E,0.8832947530864198,444.8100881576538,2400,22,001-2014,EEGNetv4_Without_EA
5,1,5,session_E,0.8859953703703705,571.65238904953,2424,22,001-2014,EEGNetv4_Without_EA
6,1,6,session_E,0.8838734567901234,464.0477035045624,2448,22,001-2014,EEGNetv4_Without_EA
7,2,0,session_E,0.6658950617283951,271.8410909175873,2304,22,001-2014,EEGNetv4_Without_EA
8,2,1,session_E,0.691550925925926,480.91153597831726,2328,22,001-2014,EEGNetv4_Without_EA
9,2,2,session_E,0.6865354938271605,514.4931256771088,2352,22,001-2014,EEGNetv4_Without_EA
10,2,3,session_E,0.6934799382716049,476.1008038520813,2376,22,001-2014,EEGNetv4_Without_EA
11,2,4,session_E,0.6902006172839505,652.0457623004913,2400,22,001-2014,EEGNetv4_Without_EA
12,2,5,session_E,0.6932870370370371,662.9922132492065,2424,22,001-2014,EEGNetv4_Without_EA
13,2,6,session_E,0.6863425925925926,600.7283887863159,2448,22,001-2014,EEGNetv4_Without_EA
14,3,0,session_E,0.9731867283950617,266.3131730556488,2304,22,001-2014,EEGNetv4_Without_EA
15,3,1,session_E,0.9785879629629629,547.8724834918976,2328,22,001-2014,EEGNetv4_Without_EA
16,3,2,session_E,0.9810956790123456,679.5503621101379,2352,22,001-2014,EEGNetv4_Without_EA
17,3,3,session_E,0.9818672839506173,754.116452217102,2376,22,001-2014,EEGNetv4_Without_EA
18,3,4,session_E,0.9803240740740742,877.4778547286987,2400,22,001-2014,EEGNetv4_Without_EA
19,3,5,session_E,0.9807098765432098,641.8808979988098,2424,22,001-2014,EEGNetv4_Without_EA
20,3,6,session_E,0.9826388888888888,650.8405773639679,2448,22,001-2014,EEGNetv4_Without_EA
21,4,0,session_E,0.6944444444444444,257.66342401504517,2304,22,001-2014,EEGNetv4_Without_EA
22,4,1,session_E,0.701195987654321,485.68903517723083,2328,22,001-2014,EEGNetv4_Without_EA
23,4,2,session_E,0.7048611111111112,460.210054397583,2352,22,001-2014,EEGNetv4_Without_EA
24,4,3,session_E,0.7100694444444444,507.0113203525543,2376,22,001-2014,EEGNetv4_Without_EA
25,4,4,session_E,0.704861111111111,491.4636685848236,2400,22,001-2014,EEGNetv4_Without_EA
26,4,5,session_E,0.7002314814814815,509.9670271873474,2424,22,001-2014,EEGNetv4_Without_EA
27,4,6,session_E,0.7094907407407408,744.7865827083588,2448,22,001-2014,EEGNetv4_Without_EA
28,5,0,session_E,0.564429012345679,269.1474816799164,2304,22,001-2014,EEGNetv4_Without_EA
29,5,1,session_E,0.5650077160493827,550.9966356754303,2328,22,001-2014,EEGNetv4_Without_EA
30,5,2,session_E,0.5630787037037036,499.46374011039734,2352,22,001-2014,EEGNetv4_Without_EA
31,5,3,session_E,0.566358024691358,526.9233779907227,2376,22,001-2014,EEGNetv4_Without_EA
32,5,4,session_E,0.5700231481481483,365.34672260284424,2400,22,001-2014,EEGNetv4_Without_EA
33,5,5,session_E,0.5679012345679012,336.65437388420105,2424,22,001-2014,EEGNetv4_Without_EA
34,5,6,session_E,0.5557484567901234,552.5728621482849,2448,22,001-2014,EEGNetv4_Without_EA
35,6,0,session_E,0.738233024691358,414.8639326095581,2304,22,001-2014,EEGNetv4_Without_EA
36,6,1,session_E,0.7428626543209877,365.96944308280945,2328,22,001-2014,EEGNetv4_Without_EA
37,6,2,session_E,0.7378472222222222,358.3860230445862,2352,22,001-2014,EEGNetv4_Without_EA
38,6,3,session_E,0.7355324074074074,381.7467863559723,2376,22,001-2014,EEGNetv4_Without_EA
39,6,4,session_E,0.7428626543209876,380.80120372772217,2400,22,001-2014,EEGNetv4_Without_EA
40,6,5,session_E,0.7418981481481481,427.7195656299591,2424,22,001-2014,EEGNetv4_Without_EA
41,6,6,session_E,0.7486496913580247,488.8163390159607,2448,22,001-2014,EEGNetv4_Without_EA
42,7,0,session_E,0.5792824074074074,399.30491065979004,2304,22,001-2014,EEGNetv4_Without_EA
43,7,1,session_E,0.5588348765432098,352.2354474067688,2328,22,001-2014,EEGNetv4_Without_EA
44,7,2,session_E,0.5636574074074073,397.6403787136078,2352,22,001-2014,EEGNetv4_Without_EA
45,7,3,session_E,0.5640432098765432,365.5647304058075,2376,22,001-2014,EEGNetv4_Without_EA
46,7,4,session_E,0.5567129629629629,526.0334405899048,2400,22,001-2014,EEGNetv4_Without_EA
47,7,5,session_E,0.5609567901234568,359.3176975250244,2424,22,001-2014,EEGNetv4_Without_EA
